German,Arabic,Pronunciation,Article,Plural,Type,Level,Tags,Status,Mastery,Quality Issues
der Empfänger,المتلقي,دير ِمبفينغر,der,,noun,,,new,0,
der Englisch-Test,اختبار اللغة الإنجليزية,دير نغليش-تهزت,der,,noun,,,new,0,
der Englischlehrer,مدرس اللغة الإنجليزية,دير نغليشلِهرر,der,,noun,,,new,0,
der Entertainer,الفنان,دير نترتآينر,der,,noun,,,new,0,
der Erzieher,المعلم,دير رتسيهر,der,,noun,,,new,0,
der Essig,الخل,دير ِززيغ,der,,noun,,,new,0,
der Euro,اليورو,دير أويرو,der,,noun,,,new,0,
der Fahrer,السائق,دير فاهرر,der,,noun,,,new,0,
der Fahrgast,الراكب,دير فاهرغازت,der,,noun,,,new,0,
der Fahrkartenschalter,شباك التذاكر,دير فاهركارتنشالتر,der,,noun,,,new,0,
der Fahrplan,الجدول الزمني,دير فاهربلان,der,,noun,,,new,0,
der Familienname,اسم العائلة,دير فاميليننامه,der,,noun,,,new,0,
der Fan,المروحة,دير فان,der,,noun,,,new,0,
der Fantasy-Film,فيلم الخيال,دير فانتازي-فيلم,der,,noun,,,new,0,
der Februar,فبراير,دير فِبروار,der,,noun,,,new,0,
der Fehler,الخطأ,دير فِهلر,der,,noun,,,new,0,
der Feierabend,نهاية يوم العمل,دير فآيرابند,der,,noun,,,new,0,
der Feiertag,العطلة,دير فآيرتاغ,der,,noun,,,new,0,
der Fernfahrer,سائق شاحنة النقل لمسافات طويلة,دير فرنفاهرر,der,,noun,,,new,0,
der Film,الفيلم,دير فيلم,der,,noun,,,new,0,
der Filmfan,محب الأفلام,دير فيلمفان,der,,noun,,,new,0,
der Finger,الإصبع,دير فينغر,der,,noun,,,new,0,
der Fisch,السمك,دير فيش,der,,noun,,,new,0,
der Flagship-Store,المتجر الرئيسي,دير فلاغزهيب-شتوره,der,,noun,,,new,0,
der Flohmarkt,سوق السلع المستعملة,دير فلوهماركت,der,,noun,,,new,0,
der Flug,الرحلة,دير فلوغ,der,,noun,,,new,0,
der Flughafen,المطار,دير فلوغهافن,der,,noun,,,new,0,
der Flur,الممر,دير فلور,der,,noun,,,new,0,
der Fluss,النهر,دير فلوزز,der,,noun,,,new,0,
der Forumsbeitrag,منشور المنتدى,دير فورومزبآيتراغ,der,,noun,,,new,0,
der Fotograf,المصور,دير فوتوغراف,der,,noun,,,new,0,
der Franken,عائلة فرانكس,دير فرانكن,der,,noun,,,new,0,
der Freitag,جمعة,دير فرآيتاغ,der,,noun,,,new,0,
der Freund,الصديق,دير فرأويند,der,,noun,,,new,0,
der Friseur,مصفف الشعر,دير فريزأوير,der,,noun,,,new,0,
der Frühling,الربيع,دير فروهلينغ,der,,noun,,,new,0,
der Fuß,القدم,دير فوس,der,,noun,,,new,0,
der Führerschein,رخصة القيادة,دير فوهررشآين,der,,noun,,,new,0,
der Gang,الممر,دير غانغ,der,,noun,,,new,0,
der Garten,الحديقة,دير غارتن,der,,noun,,,new,0,
der Gast,الضيف,دير غازت,der,,noun,,,new,0,
der Geburtstag,عيد ميلاد,دير غهبورتزتاغ,der,,noun,,,new,0,
der Gedanke,الفكرة,دير غهدانكه,der,,noun,,,new,0,
der Gefallen,المعروف,دير غهفاللن,der,,noun,,,new,0,
der Gegenstand,الشيء,دير غهغنزتاند,der,,noun,,,new,0,
der Geigenunterricht,دروس الكمان,دير غآيغنونترريشت,der,,noun,,,new,0,
der Genitiv,المضاف إليه,دير غنيتيف,der,,noun,,,new,0,
der Glauben (Ich glaube,الاعتقاد (أعتقد),دير غلآوبن (إيش غلآوبه,der,,sentence,,,ignored,0,قوس غير مغلق
der Glückwunsch,تهانينا,دير غلوكفونش,der,,noun,,,new,0,
der Grad,الدرجة,دير غراد,der,,noun,,,new,0,
der Grafiker,الفنان التشكيلي,دير غرافيكر,der,,noun,,,new,0,
der Großvater,الجد,دير غروسفاتر,der,,noun,,,new,0,
der Grund,السبب,دير غروند,der,,noun,,,new,0,
der Gärtner,البستاني,دير غيرتنر,der,,noun,,,new,0,
der Hafen,الميناء,دير هافن,der,,noun,,,new,0,
der Halbmarathon,نصف الماراثون,دير هالبماراتون,der,,noun,,,new,0,
der Hals,الرقبة,دير هالز,der,,noun,,,new,0,
der Hamster,الهامستر,دير هامزتر,der,,noun,,,new,0,
der Handschuh,القفاز,دير هاندشوه,der,,noun,,,new,0,
der Handwerker,الحرفي,دير هاندفركر,der,,noun,,,new,0,
der Handy-Akku,بطارية الهاتف المحمول,دير هاندي-اككو,der,,noun,,,new,0,
der Hauptschulabschluss,شهادة إتمام الدراسة الثانوية,دير هآوبتشولابشلوزز,der,,noun,,,new,0,
der Hausmeister,القائم على الرعاية,دير هآوزمآيزتر,der,,noun,,,new,0,
der Helm,الخوذة,دير هلم,der,,noun,,,new,0,
der Herbst,الخريف,دير هربزت,der,,noun,,,new,0,
der Herd,الموقد,دير هرد,der,,noun,,,new,0,
der Herzchirurg,جراح القلب,دير هرتسشيرورغ,der,,noun,,,new,0,
der Hof,الفناء,دير هوف,der,,noun,,,new,0,
der Honig,العسل,دير هونيغ,der,,noun,,,new,0,
der Horrorfilm,فيلم الرعب,دير هوررورفيلم,der,,noun,,,new,0,
der Hotelchef,مدير الفندق,دير هوتلشِف,der,,noun,,,new,0,
der Hotelkaufmann,مدير الفندق,دير هوتلكآوفمانن,der,,noun,,,new,0,
der Humor,مزاح,دير هومور,der,,noun,,,new,0,
der Hund,الكلب,دير هوند,der,,noun,,,new,0,
der Hunger,الجوع,دير هونغر,der,,noun,,,new,0,
der Hustensaft,شراب السعال,دير هوزتنزافت,der,,noun,,,new,0,
der Hut,القبعة,دير هوت,der,,noun,,,new,0,
der Händler,التاجر,دير هيندلر,der,,noun,,,new,0,
der Imperativ,الأمر الحتمي,دير يمبراتيف,der,,noun,,,new,0,
der Individualist,الفرداني,دير ينديفيدواليزت,der,,noun,,,new,0,
der Infinitiv,المصدر,دير ينفينيتيف,der,,noun,,,new,0,
der Informatiker,عالم الحاسوب,دير ينفورماتيكر,der,,noun,,,new,0,
der Infotext,نص المعلومات,دير ينفوتهكست,der,,noun,,,new,0,
der Ingenieur,المهندس,دير ينغنيأوير,der,,noun,,,new,0,
der Interrogativartikel,أداة الاستفهام,دير ينترروغاتيفارتيكل,der,,noun,,,new,0,
der Januar,يناير,دير يانوار,der,,noun,,,new,0,
der Job,الوظيفة,دير يوب,der,,noun,,,new,0,
der Jobwechsel,تغيير الوظيفة,دير يوبفِشزل,der,,noun,,,new,0,
der Journalist,الصحفي,دير يوورناليزت,der,,noun,,,new,0,
der Juli,يوليو,دير يولي,der,,noun,,,new,0,
der Junge,الشباب,دير يونغه,der,,noun,,,new,0,
der Juni,يونيو,دير يوني,der,,noun,,,new,0,
der Jurist,المحامي,دير يوريزت,der,,noun,,,new,0,
der Kaffee,القهوة,دير كاففه,der,,noun,,,new,0,
der Kaiser,الإمبراطور,دير كآيزر,der,,noun,,,new,0,
der Kalender,التقويم,دير كالندر,der,,noun,,,new,0,
der Kassenzettel,الإيصال,دير كاززنتسِتتل,der,,noun,,,new,0,
der Kilometer,الكيلومتر,دير كيلومِتر,der,,noun,,,new,0,
der Kindergarten,روضة الأطفال,دير كيندرغارتن,der,,noun,,,new,0,
der Kinobesuch,زيارة السينما,دير كينوبهزوخ,der,,noun,,,new,0,
der Klassiker,الكلاسيكي,دير كلاززيكر,der,,noun,,,new,0,
der Kleiderkauf,شراء الملابس,دير كلآيدركآوف,der,,noun,,,new,0,
der Koch,الطباخ,دير كوخ,der,,noun,,,new,0,
der Koffer,الحقيبة,دير كوففر,der,,noun,,,new,0,
der Kollege,الزميل,دير كوللِغه,der,,noun,,,new,0,
der Komparativ,المقارنة,دير كومباراتيف,der,,noun,,,new,0,
der Konjunktiv,صيغة الشرط,دير كونيونكتيف,der,,noun,,,new,0,
der Konsonant,الحرف الساكن,دير كونزونانت,der,,noun,,,new,0,
der Kontakt,جهة الاتصال,دير كونتاكت,der,,noun,,,new,0,
der Kontext,السياق,دير كونتهكست,der,,noun,,,new,0,
der Konzertbeginn,بداية الحفل,دير كونتسرتبهغينن,der,,noun,,,new,0,
der Kopf,الرأس,دير كوبف,der,,noun,,,new,0,
der Krankenpfleger,الممرضة,دير كرانكنبفلِغر,der,,noun,,,new,0,
der Krimi,رواية الجريمة,دير كريمي,der,,noun,,,new,0,
der Kuchen,الكعكة,دير كوخن,der,,noun,,,new,0,
der Kugelschreiber,قلم حبر جاف,دير كوغلشرآيبر,der,,noun,,,new,0,
der Kunde,العميل,دير كونده,der,,noun,,,new,0,
der Kundenbesuch,زيارة العميل,دير كوندنبهزوخ,der,,noun,,,new,0,
der Kurs,الدورة,دير كورز,der,,noun,,,new,0,
der Kursort,موقع الدورة,دير كورزورت,der,,noun,,,new,0,
der Kurspartner,شريك الدورة,دير كورزبارتنر,der,,noun,,,new,0,
der Kursraum,الفصل الدراسي,دير كورزرآوم,der,,noun,,,new,0,
der Käse,الجبن,دير كيزه,der,,noun,,,new,0,
der Körper,الجسم,دير كوربر,der,,noun,,,new,0,
der Körperteil,جزء من الجسم,دير كوربرتآيل,der,,noun,,,new,0,
der Kühlschrank,الثلاجة,دير كوهلشرانك,der,,noun,,,new,0,
der Künstler,الفنان,دير كونزتلر,der,,noun,,,new,0,
der Laborant,فني المختبر,دير لابورانت,der,,noun,,,new,0,
der Laden,المتجر,دير لادن,der,,noun,,,new,0,
der Laptop,الكمبيوتر المحمول,دير لابتوب,der,,noun,,,new,0,
der Lastwagen,الشاحنة,دير لازتفاغن,der,,noun,,,new,0,
der Lautsprecher,مكبر الصوت,دير لآوتزبرِشر,der,,noun,,,new,0,
der Lehrer,المعلم,دير لِهرر,der,,noun,,,new,0,
der Leiter,السلم,دير لآيتر,der,,noun,,,new,0,
der Lernwortschatz,المفردات,دير لرنفورتشاتس,der,,noun,,,new,0,
der Liebesfilm,فيلم الحب,دير ليبهزفيلم,der,,noun,,,new,0,
der Lieblingsort,المكان المفضل,دير ليبلينغزورت,der,,noun,,,new,0,
der Like,وما شابه ذلك,دير ليكه,der,,noun,,,new,0,
der Link,الرابط,دير لينك,der,,noun,,,new,0,
der Liter,اللتر,دير ليتر,der,,noun,,,new,0,
der Lkw,الشاحنة,دير لكف,der,,noun,,,new,0,
der Lohn,الأجر,دير لوهن,der,,noun,,,new,0,
der Löffel,الملعقة,دير لوِففل,der,,noun,,,new,0,
der Mai,يمكن,دير مآي,der,,noun,,,new,0,
der Maler,الرسام,دير مالر,der,,noun,,,new,0,
der Mann,الرجل,دير مانن,der,,noun,,,new,0,
der Mantel,المعطف,دير مانتل,der,,noun,,,new,0,
der Marathon,الماراثون,دير ماراتون,der,,noun,,,new,0,
der Markt,السوق,دير ماركت,der,,noun,,,new,0,
der Mathe-Test,اختبار الرياضيات,دير ماته-تهزت,der,,noun,,,new,0,
der Mechaniker,الميكانيكي,دير مِشانيكر,der,,noun,,,new,0,
der Mediziner,الطبيب,دير مِديتسينر,der,,noun,,,new,0,
der Meter,العداد,دير مِتر,der,,noun,,,new,0,
der Mist,هذا الهراء,دير ميزت,der,,noun,,,new,0,
der Mitarbeiter,الموظف,دير ميتاربآيتر,der,,noun,,,new,0,
der Mittag,منتصف النهار,دير ميتتاغ,der,,noun,,,new,0,
der Mittwoch,الأربعاء,دير ميتتفوخ,der,,noun,,,new,0,
der Modedesigner,مصمم الأزياء,دير مودِدِزيغنر,der,,noun,,,new,0,
der Modefan,محبة الموضة,دير مودِفان,der,,noun,,,new,0,
der Moment,اللحظة,دير مومنت,der,,noun,,,new,0,
der Monat,الشهر,دير مونات,der,,noun,,,new,0,
der Montag,الاثنين,دير مونتاغ,der,,noun,,,new,0,
der Morgen,الصباح,دير مورغن,der,,noun,,,new,0,
der Mund,الفم,دير موند,der,,noun,,,new,0,
der Musiker,الموسيقي,دير موزيكر,der,,noun,,,new,0,
der Musikfan,محب الموسيقى,دير موزيكفان,der,,noun,,,new,0,
der März,يمشي,دير ميرتس,der,,noun,,,new,0,
der Müll,القمامة,دير مولل,der,,noun,,,new,0,
der Nachbar,الجار,دير ناخبار,der,,noun,,,new,0,
der Nachmittag,بعد الظهر,دير ناخميتتاغ,der,,noun,,,new,0,
der Nachname,اللقب,دير ناخنامه,der,,noun,,,new,0,
der Nachteil,العيوب,دير ناختآيل,der,,noun,,,new,0,
der Name,الاسم,دير نامه,der,,noun,,,new,0,
der Negationsartikel,أداة النفي,دير نِغاتسيونزارتيكل,der,,noun,,,new,0,
der Nominativ,الاسمية,دير نوميناتيف,der,,noun,,,new,0,
der Norden,الشمال,دير نوردن,der,,noun,,,new,0,
der Notarzt,طبيب الطوارئ,دير نوتارتست,der,,noun,,,new,0,
der November,نوفمبر,دير نوفِمبر,der,,noun,,,new,0,
der Oberarzt,كبير الأطباء,دير وبرارتست,der,,noun,,,new,0,
der Oktober,أكتوبر,دير وكتوبر,der,,noun,,,new,0,
der Opa,الجد,دير وبا,der,,noun,,,new,0,
der Operationssaal,غرفة العمليات,دير وبراتسيونززاال,der,,noun,,,new,0,
der Ort,المكان,دير ورت,der,,noun,,,new,0,
der Osten,الشرق,دير وزتن,der,,noun,,,new,0,
der Park,الحديقة,دير بارك,der,,noun,,,new,0,
der Partner,الشريك,دير بارتنر,der,,noun,,,new,0,
der Pass,جواز السفر,دير بازز,der,,noun,,,learning,30,
der Patient,المريض,دير باتينت,der,,noun,,,new,0,
der Personalausweis,بطاقة الهوية,دير برزونالآوزفآيز,der,,noun,,,new,0,
der Pfeffer,الفلفل,دير بفِففر,der,,noun,,,new,0,
der Physiotherapeut,أخصائي العلاج الطبيعي,دير فيزيوترابأويت,der,,noun,,,new,0,
der Plan,الخطة,دير بلان,der,,noun,,,new,0,
der Planen A/3b Platz,مساحة الخطة أ/3ب,دير بلانن ا/3ب بلاتس,der,,sentence,,,ignored,0,يبدو أنه يحتوي على مرجع تمرين; مدخل مشوه محتمل من جدول أو تمرين
der Platz,المساحة,دير بلاتس,der,,noun,,,new,0,
der Plural,الجمع,دير بلورال,der,,noun,,,new,0,
der Politiker,السياسي,دير بوليتيكر,der,,noun,,,new,0,
der Polizist,ضابط الشرطة,دير بوليتسيزت,der,,noun,,,new,0,
der Possessivartikel,أداة الملكية,دير بوززِززيفارتيكل,der,,noun,,,new,0,
der Preis,السعر,دير برآيز,der,,noun,,,new,0,
der Probetag,يوم المحاكمة,دير بروبهتاغ,der,,noun,,,new,0,
der Professor,الأستاذ,دير بروفِززور,der,,noun,,,new,0,
der Pulli,السترة,دير بوللي,der,,noun,,,new,0,
der Pullover,السترة,دير بوللوفر,der,,noun,,,new,0,
der Punkt,النقطة,دير بونكت,der,,noun,,,new,0,
der Quatsch,هذا هراء,دير كفاتش,der,,noun,,,new,0,
der Raum,المساحة,دير رآوم,der,,noun,,,new,0,
der Realschulabschluss,شهادة إتمام الدراسة الثانوية,دير رِالشولابشلوزز,der,,noun,,,new,0,
der Regen,المطر,دير رِغن,der,,noun,,,new,0,
der Regenschirm,المظلة,دير رِغنشيرم,der,,noun,,,new,0,
der Regisseur,المخرج,دير رِغيززأوير,der,,noun,,,new,0,
der Reis,الأرز,دير رآيز,der,,noun,,,new,0,
der Reisebericht,رحلة,دير رآيزِبريشت,der,,noun,,,new,0,
der Reiseführer,دليل السفر,دير رآيزِفوهرر,der,,noun,,,new,0,
der Rentner,المتقاعد,دير رنتنر,der,,noun,,,new,0,
der Riesenspaß,متعة رائعة,دير ريزنزباس,der,,noun,,,new,0,
der Ring,الخاتم,دير رينغ,der,,noun,,,new,0,
der Roboter,الروبوت,دير روبوتر,der,,noun,,,new,0,
der Rock,الصخرة,دير روك,der,,noun,,,new,0,
der Rollstuhl,الكرسي المتحرك,دير روللزتوهل,der,,noun,,,new,0,
der Rücken,الظهر,دير روكن,der,,noun,,,new,0,
der Saft,العصير,دير زافت,der,,noun,,,new,0,
der Saison-Job,الوظيفة الموسمية,دير زآيزون-يوب,der,,noun,,,new,0,
der Salat,السلطة,دير زالات,der,,noun,,,new,0,
der Samstag,السبت,دير زامزتاغ,der,,noun,,,new,0,
der Samstagabend,مساء السبت,دير زامزتاغابند,der,,noun,,,new,0,
der Satz,الجملة,دير زاتس,der,,noun,,,new,0,
der Schaffner,قائد الأوركسترا,دير شاففنر,der,,noun,,,new,0,
der Schal,الوشاح,دير شال,der,,noun,,,new,0,
der Schalter,المكتب,دير شالتر,der,,noun,,,new,0,
der Schauspieler,الممثل,دير شآوزبيلر,der,,noun,,,new,0,
der Schinken,لحم الخنزير,دير شينكن,der,,noun,,,new,0,
der Schlafsack,كيس النوم,دير شلافزاك,der,,noun,,,new,0,
der Schluss,النهاية,دير شلوزز,der,,noun,,,new,0,
der Schlüssel,المفتاح,دير شلوززل,der,,noun,,,new,0,
der schmecken,ذلك المذاق,دير شمِكن,der,,noun,,,new,0,
der Schmerz,الألم,دير شمرتس,der,,noun,,,new,0,
der Schmuck,المجوهرات,دير شموك,der,,noun,,,new,0,
